약물,모델,MAE,RMSE,MAPE
A10A,Linear Reg,33926.04940051953,39829.62186071409,381.0337485273455
A10A,XGBoost,2870.807172,3771.3350458464693,38.44819063129028
A10A,LightGBM,6269.4177752523165,8904.289241559878,66.15611625554007
A10B,Linear Reg,180115.811020754,221571.02593468837,7.7520247868557695
A10B,XGBoost,190442.89819999997,247635.1681357948,8.410095986819698
A10B,LightGBM,194236.29320301666,248853.93853684285,8.791217603432433
전체,Linear Reg,107020.93021063675,159185.61227591807,194.3928866571006
전체,XGBoost,96656.852686,175124.81187095022,23.429143309054993
전체,LightGBM,100252.8554891345,176078.9156773123,37.47366692948624
